Nama Objek,Tgl Penilaian,Alamat,RT/RW,Desa,Kecamatan,Kota,Provinsi,Koordinat,Jumlah Satuan,Luas Tanah,Luas Bangunan,Indikasi Nilai Tanah,Nilai Objek,Total Nilai,Klasifikasi,Jenis_Objek,Jenis Objek Lainnya,Tujuan Penilaian,Tujuan Penilaian Lainnya,Pendekatan Penilaian,Pendekatan Penilaian Lainnya,Metode Penilaian1,Metode Penilaian Lainnya1,Metode Penilaian2,Metode Penilaian Lainnya2,Dasar Nilai,Dasar Nilai Lainnya,Latitude,Longitude
Rumah Tinggal,5 Februari 2021,"Perumahan Green Lake City, Cluster East Esia, Jalan East Esia 5C, No. 20",-,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.194859, 106.6978493",1,48,64,"Rp16.050.000,00","Rp981.600.000,00","Rp981.600.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.194859,106.6978493
Gudang,19 Januari 2021,"Jl. Moh. Toha Km. 5,3",000/000,Periuk,Periuk,Kota Tangerang,Banten,"-6.1532552, 106.5990475",1,"18134,50","10098,50","Rp4.460.000,00","Rp93.123.900.000,00","Rp93.123.900.000,00",Properti Sederhana,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.1532552,106.5990475
Rumah Tinggal,20 Januari 2021,Perumahan Pondok Makmur Jalan Makmur Blok.C-10 No.6,000/00,Gebang Raya,Periuk,Kota Tangerang,Banten,"-6.1802147, 106.5881153",1,103,108,"Rp5.166.667,00","Rp878.640.000,00","Rp878.640.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1802147,106.5881153
Rumah Tinggal,8 Februari 2021,"Perumahan Poris Indah, Cluster Poris Paradise III, Blok BA-5, No. 17",-,Cipondoh Indah,Cipondoh,Kota Tangerang,Banten,"-6.174959, 106.6872813",1,60,78,"Rp9.850.000,00","Rp817.200.000,00","Rp817.200.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.174959,106.6872813
Gudang,20 Januari 2021,Komplek Pergudangan Kavling DPR Blok.A No. 198-211,000/00,Kenanga,Cipondoh,Kota Tangerang,Banten,"-6.1946267, 106.6857823",1,1600,225,"Rp8.000.000.000,00","Rp10.795.050.000,00","Rp10.795.050.000,00",Properti Sederhana,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1946267,106.6857823
Gudang,20 Maret 2021,"Jl. Kavling Pemda Utara I No.337, Bojong jaya, Karawaci, Kota Tangerang, Banten",000/000,Bojong Jaya,Karawaci,Kota Tangerang,Banten,"-6.210404, 106.6157753",1,205,169,"Rp7.650.000,00","Rp1.787.000.000,00","Rp1.787.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Biaya Pengganti Baru yang di Terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.210404,106.6157753
Gedung Perkantoran,24 Maret 2021,Jalan Otto Iskandardinata No. 25,001/007,Gerendeng,Karawaci,Kota Tangerang,Banten,"-6.1729539, 106.6226298",1,286,727,"Rp12.865.132,00","Rp5.138.000.000,00","Rp5.138.000.000,00",Properti,Gedung Perkantoran,(NULL),Jual-Beli,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1729539,106.6226298
Rumah Tinggal,30 Maret 2021,"Komples Green Lake City, Cluster Europe, Jl. Europe 2 No.1, kel. Petir, Cipondoh, Kota Tangerang, Banten",000/000,Petir,Cipondoh,Kota Tangerang,Banten,"-6.1813056, 106.7077002",1,133,109,"Rp17.700.000,00","Rp2.734.200.000,00","Rp2.734.200.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Biaya Pengganti Baru yang di Terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.1813056,106.7077002
Rumah Tinggal,10 Februari 2021,"Perumahan Duta Indah Residence, Cluster Diamond, Blok DD.2 No. 2",-,Gebang Raya,Periuk,Kota Tangerang,Banten,"-6.1733877, 106.5899603",1,72,69,"Rp5.770.000,00","Rp636.240.000,00","Rp636.240.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.1733877,106.5899603
Rumah Tinggal,5 Februari 2021,Perum. Taman Mahkota Blok B 3 No. 51,000/000,Benda,Benda,Kota Tangerang,Banten,"-6.1189167, 106.6868056",1,93,127,"Rp8.600.000,00","Rp1.306.530.000,00","Rp1.306.530.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.1189167,106.6868056
Rumah Tinggal,10 Februari 2021,"Perumahan Mahkota Mas, Blok O-6, No. 27 & 28",-,Cikokol,Tangerang,Kota Tangerang,Banten,"-6.2101047, 106.6328303",1,252,240,"Rp6.400.000,00","Rp2.734.800.000,00","Rp2.734.800.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.2101047,106.6328303
Rumah Tinggal,9 April 2021,"Lippo Village, Cluster Taman Hokaido No.81 RT/RW. 002/009, Kel. Panunggangan Barat, Kec. Cibodas, Kota Tangerang, Banten",002/009,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.217429, 106.6200983",1,136,"142,50","Rp8.550.000,00","Rp1.585.000.000,00","Rp1.585.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar dan Biaya Pengganti Baru yang di Terdepresiasi,(NULL),(NULL),Nilai Pasar,(NULL),-6.217429,106.6200983
Gudang,21 April 2021,Jalan Raden Saleh No. 14,000/000,Karang Mulya,Karang Tengah,Kota Tangerang,Banten,"-6.2035556, 106.7182778",1,560,666,"Rp11.478.000,00","Rp7.816.200.000,00","Rp7.816.200.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi biaya dan perbandingan langsung,(NULL),(NULL),Nilai Pasar,(NULL),-6.2035556,106.7182778
Rumah Tinggal,11 Februari 2021,"Perumahan Modernland, Cluster Havana, Blok CH-6, No. 09",-,Cipete,Pinang,Kota Tangerang,Banten,"-6.197954, 106.6492873",1,153,132,"Rp8.980.000,00","Rp1.885.080.000,00","Rp1.885.080.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,BIAYA PENGGANTI,Lainnya,-,Nilai Pasar,(NULL),-6.197954,106.6492873
Rumah Tinggal,15 Februari 2021,"Perumahan Green Lake City, Cluster East Asia, Jalan East Asia 5D, No. 6",-,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.195013, 106.6972343",1,90,162,"Rp16.050.000,00","Rp1.898.100.000,00","Rp1.898.100.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,BIAYA PENGGANTI,Lainnya,-,Nilai Pasar,(NULL),-6.195013,106.6972343
Rumah Tinggal,3 Mei 2021,PERUMAHAN TAMAN ASRI BLOK A.09 NO.10,003/02,Cipadu Jaya,Larangan,Kota Tangerang,Banten,"-6.2469786, 106.7296591",1,120,76,"Rp7.560.000,00","Rp987.600.000.000,00","Rp987.600.000.000,00",Properti,Rumah Tinggal,(NULL),Jual-Beli,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.2469786,106.7296591
Rumah Tinggal,15 Februari 2021,"Perumahan Modernland, Cluster Vienna, Blok VN-9, No. 5",-,Cipete,Pinang,Kota Tangerang,Banten,"-6.201575, 106.6487843",1,105,119,"Rp8.980.000,00","Rp1.323.700.000,00","Rp1.323.700.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.201575,106.6487843
Rumah Tinggal,3 Maret 2021,"Cluster Astagriya  Unit C, Jl. Panglima Polim, Gg. H Niun RT. 001/02 Poris Plawad Utara Cipondoh",001/002,Poris Plawad Utara,Cipondoh,Kota Tangerang,Banten,"-6.582293, 106.8541193",1,55,46,"Rp5.499.000,00","Rp442.700.000,00","Rp442.700.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,perbandingan data pasar,(NULL),(NULL),Nilai Pasar,(NULL),-6.582293,106.8541193
Rumah Tinggal,16 Februari 2021,"Perumahan Taman Cibodas, Jalan Cempaka IX, Blok J-2, No. 14",006/007,Sangiang Jaya,Periuk,Kota Tangerang,Banten,"-6.180924, 106.5935723",1,102,59,"Rp3.700.000,00","Rp524.900.000,00","Rp524.900.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.180924,106.5935723
Rumah Tinggal,16 Februari 2021,"Komplek Daan Mogot Arcadia, Blok D.1 No. 16",-,Batuceper,Batuceper,Kota Tangerang,Banten,"-6.158256, 106.6670293",1,85,71,"Rp10.170.000,00","Rp1.134.250.000,00","Rp1.134.250.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.158256,106.6670293
Rumah Tinggal,16 Februari 2021,"Perumahan Poris Indah, Jalan Delima 5, Blok D, No. 473",-,Cipondoh Indah,Cipondoh,Kota Tangerang,Banten,"-6.177067, 106.6848983",1,88,57,"Rp6.950.000,00","Rp794.000.000,00","Rp794.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.177067,106.6848983
Gudang,21 Mei 2021,Jalan Leduk Asem,05/02,Jatake,Jati Uwung,Kota Tangerang,Banten,"-6.1974771, 106.5671637",1,21567,6942,"Rp2.310.260,00","Rp56.762.000.000,00","Rp56.762.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1974771,106.5671637
Rumah Tinggal,25 Februari 2021,Gang Jambu No. 69 A,003/005,Buaran Indah,Tangerang,Kota Tangerang,Banten,"-6.1838567, 106.6523393",1,190,276,"Rp4.080.000,00","Rp1.687.000.000,00","Rp1.687.000.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Kalkulasi,Lainnya,KALKULASI,Nilai Pasar,(NULL),-6.1838567,106.6523393
Pabrik,25 Februari 2021,Jalan Manis Raya No. 28,000/000,Manis Jaya,Jati Uwung,Kota Tangerang,Banten,"-6.2160957, 106.5783813",1,2200,1090,"Rp2.070.000,00","Rp5.406.000.000,00","Rp5.406.000.000,00",Properti,Pabrik,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Kalkulasi,Lainnya,KALKULASI,Nilai Pasar,(NULL),-6.2160957,106.5783813
Rumah Tinggal,16 Februari 2021,"Perumahan Poris Indah, Jalan Cemara VI, Blok H, No. 366A",006/002,Cipondoh Indah,Cipondoh,Kota Tangerang,Banten,"-6.185097, 106.6862593",1,60,41,"Rp6.950.000,00","Rp519.500.000,00","Rp519.500.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.185097,106.6862593
Rumah Tinggal,26 April 2021,"Komplek Perumahan Green Lake City, Cluster Amerika  Latin, Jalan Amerika Latin 8 No. 82",000/000,Petir,Cipondoh,Kota Tangerang,Banten,"-6.1878797, 106.7056243",1,144,274,"Rp16.101.000,00","Rp2.318.544.000,00","Rp2.318.544.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1878797,106.7056243
Rumah Tinggal,16 Februari 2021,"Perumahan Pondok Makmur, Jalan Subur 8 Blok B8 No. 1",-,Gebang Raya,Periuk,Kota Tangerang,Banten,"-6.181058, 106.5878073",1,207,216,"Rp3.750.000,00","Rp1.705.050.000,00","Rp1.705.050.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.181058,106.5878073
Rumah Tinggal,17 Februari 2021,"Perumahan Green Lake City, Cluster Asia, Jalan Asia 16, No.30",-,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.192777, 106.6976443",1,144,100,"Rp16.050.000,00","Rp2.651.200.000,00","Rp2.651.200.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.192777,106.6976443
Rumah Tinggal,16 Maret 2021,Perumahan Alam Raya  Blok E 6 No. 10,000/000,Belendung,Benda,Kota Tangerang,Banten,"-6.1450577, 106.6646263",1,120,221,"Rp5.419.000,00","Rp1.247.000.000,00","Rp1.247.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,PERBANDINGAN DATA PASAR,(NULL),(NULL),Nilai Pasar,(NULL),-6.1450577,106.6646263
Gudang,16 Juni 2021,"Komplek Pergudangan Era Prima Blok H No. 15, Jl. Daan Mogot Raya KM 21, Kelurahan Porisgaga Baru, Kecamatan Batu Ceper, Kota Tangerang, Provinsi Banten",000/000,Poris Gaga Baru,Batuceper,Kota Tangerang,Banten,"-6.1680647, 106.6700404",1,400,300,"Rp13.036.000,00","Rp6.020.500.000,00","Rp6.020.500.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.1680647,106.6700404
Gudang,16 Juni 2021,"Komplek Pergudangan Era Prima Blok H No. 16, Jl. Daan Mogot Raya KM 21, Kelurahan Porisgaga Baru, Kecamatan Batu Ceper, Kota Tangerang, Provinsi Banten",000/000,Poris Gaga Baru,Batuceper,Kota Tangerang,Banten,"-6.1680499, 106.6701746",1,400,300,"Rp13.036.000,00","Rp6.030.900.000,00","Rp6.030.900.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.1680499,106.6701746
Rumah Tinggal,9 Februari 2021,Komp. Premier Village  Blok L No. 5,000/000,Cipondoh,Cipondoh,Kota Tangerang,Banten,"-6.1856278, 106.6782956",1,125,"117,50","Rp7.350.000,00","Rp1.379.800.000,00","Rp1.379.800.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.1856278,106.6782956
Rumah Tinggal,9 Februari 2021,Perum. Bangun Reksa Indah 2  Blok B No. 11,000/000,Pondok Pucung,Karang Tengah,Kota Tangerang,Banten,"-6.2134398, 106.7047247",1,194,"180,50","Rp5.590.000,00","Rp1.501.420.000,00","Rp1.501.420.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.2134398,106.7047247
Rumah Tinggal,17 Februari 2021,"Perumahan Metro Permata 1 Blok B-2, No. 10",-,Karang Mulya,Karang Tengah,Kota Tangerang,Banten,"-6.2030117, 106.7120773",1,144,171,"Rp10.060.000,00","Rp1.893.240.000,00","Rp1.893.240.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.2030117,106.7120773
Rumah Tinggal,17 Februari 2021,"Perumahan Lippo Karawaci, Jalan Kalimantan, No. 898",-,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.2185257, 106.6179163",1,288,331,"Rp10.650.000,00","Rp4.126.400.000,00","Rp4.126.400.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,Biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.2185257,106.6179163
Rumah Tinggal,9 Februari 2021,Perum. Modernland  Jl. Taman Golf Blok DG 2 No. 90,000/000,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.1904689, 106.6494096",1,308,301,"Rp9.600.000,00","Rp4.322.600.000,00","Rp4.322.600.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),-6.1904689,106.6494096
Rumah Tinggal,24 Maret 2021,JALAN HJ MASKUR NO.90 KEL.PINANG KEC.PINANG,002/002,Pinang,Pinang,Kota Tangerang,Banten,"-6.2195245, 106.6877494",218,92,126,"Rp6.600.000,00","Rp1.073.400.000,00","Rp1.073.400.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,-,Lainnya,-,Nilai Pasar,(NULL),-6.2195245,106.6877494
Gudang,29 April 2021,Jalan Daan Mogot KM 18,11/06,Batuceper,Batuceper,Kota Tangerang,Banten,"-6.1588617, 106.6853323",1,18875,8601,"Rp8.757.000,00","Rp165.288.375.000,00","Rp165.288.375.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1588617,106.6853323
Pabrik,5 April 2021,"Kavling DPR Blok A4 No. 169-170, Kelurahan Kenanga, Kecamatan Cipondoh, Kota Tangerang, Provinsi Banten",003/03,Kenanga,Cipondoh,Kota Tangerang,Banten,"-6.2013343, 106.6798098",1,3200,3896,"Rp17.920.000.000,00","Rp8.112.561.000,00","Rp8.112.561.000,00",Properti,Pabrik,(NULL),Penjamin Utang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Metode Penjumlahan,(NULL),(NULL),Nilai Pasar,(NULL),-6.2013343,106.6798098
Rumah Tinggal,18 Februari 2021,"Kavling Deplu Cipadu Jaya, Jalan Manggala II, Kav. 198 No. 08",-,Cipadu,Larangan,Kota Tangerang,Banten,"-6.2486167, 106.7443623",1,99,49,"Rp6.560.000,00","Rp771.940.000,00","Rp771.940.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.2486167,106.7443623
Gudang,17 Februari 2021,"Jalan Gatot Subroto KM. 3, No. 6",-,Jatiuwung,Cibodas,Kota Tangerang,Banten,"-6.1876017, 106.6035603",1,827,828,"Rp8.560.000,00","Rp9.130.860.000,00","Rp9.130.860.000,00",Properti Sederhana,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.1876017,106.6035603
Rumah Tinggal,9 Maret 2021,"Perumahan Pabuaran Residence, Cluster Bougenville Blok B-5 No.15,",002/005,Margasari,Karawaci,Kota Tangerang,Banten,"-6.18061, 106.6107753",1,140,60,"Rp7.284.276,00","Rp1.150.000.000,00","Rp1.150.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Kalkulasi,Lainnya,Kalkulasi,Nilai Pasar,(NULL),-6.18061,106.6107753
Rumah Tinggal,9 Maret 2021,"Perumahan Bugel Residence, Jalan Residence 3 Blok C No.31,",001/002,Bugel,Karawaci,Kota Tangerang,Banten,"-6.177955, 106.6045953",1,122,147,"Rp4.998.813,00","Rp1.074.000.000,00","Rp1.074.000.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Kalkulasi,Lainnya,Kalkulasi,Nilai Pasar,(NULL),-6.177955,106.6045953
Rumah Tinggal,6 Juli 2021,Perumahan Simprug Diporis Cluster Legian Blok B 9 No. 26 Poris Jaya Batu Ceper KOTA TANGERANG PROV. BANTEN 15122,000/000,Poris Jaya,Batuceper,Kota Tangerang,Banten,"-6.1780089, 106.6681962",1,120,"226,50","Rp7.166.000,00","Rp1.743.300.000,00","Rp1.743.300.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,PERBANDINGAN DATA PASAR,Lainnya,Biaya pengganti baru,Nilai Pasar,(NULL),-6.1780089,106.6681962
Rumah Tinggal,21 April 2021,Perumahan Mega Lestari Residence Blok A1 No 11,00/00,Cibodas,Cibodas,Kota Tangerang,Banten,"-6.1932426, 106.6008753",1,118,105,"Rp3.370.000,00","Rp645.565.000,00","Rp645.565.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pendapatan,(NULL),Lainnya,Cost approach,(NULL),(NULL),Nilai Pasar,(NULL),-6.1932426,106.6008753
Rumah Tinggal,22 Februari 2021,"Komplek Daan Mogot Arcadia, Blok D.1 No. 17",-,Batuceper,Batuceper,Kota Tangerang,Banten,"-6.1582577, 106.6669903",1,85,71,"Rp10.170.000,00","Rp10.170.000,00","Rp10.170.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.1582577,106.6669903
Gudang,16 Februari 2021,"Jalan Raya Perancis, Pergudangan 75 Blok B4",-,Benda,Benda,Kota Tangerang,Banten,"-6.0996927, 106.6847243",1,600,450,"Rp6.800.000,00","Rp4.665.000.000,00","Rp4.665.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.0996927,106.6847243
Rumah Tinggal,30 Januari 2021,"Perumahan Budi Indah, Jalan Galunggung 5 Blok H5 Utara No.9A Rt.05 Rw.07",000/00,Poris Gaga,Batuceper,Kota Tangerang,Banten,"-6.167349, 106.6836043",1,90,45,"Rp8.640.000,00","Rp909.600.000,00","Rp909.600.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.167349,106.6836043
Gudang,16 Februari 2021,"Jalan Marsekal Suryadarma, Komp. Pergudangan Bandara Mas Blok A-5 No. 23 A",-,Selapajang Jaya,Neglasari,Kota Tangerang,Banten,"-6.1307777, 106.6274903",1,450,380,"Rp8.500.000,00","Rp4.547.000.000,00","Rp4.547.000.000,00",Properti,Gudang,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),-6.1307777,106.6274903
Rumah Tinggal,22 Februari 2021,"Perumahan Duta Indah Residence, Cluster Dolomite, Blok D-6, No. 11",-,Gebang Raya,Periuk,Kota Tangerang,Banten,"-6.1736647, 106.5879463",1,90,41,"Rp5.620.000,00","Rp616.500.000,00","Rp616.500.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.1736647,106.5879463
Rumah Tinggal,10 Juni 2021,"Perum. Pinang Griya Permai, Jl. Anggrek Raya Blok C No. 240A",000/000,Pinang,Pinang,Kota Tangerang,Banten,"-6.215518, 106.6920833",1,165,"177,5","Rp4.900.000,00","Rp1.309.600.000,00","Rp1.309.600.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),-6.215518,106.6920833
Rumah Tinggal,22 Februari 2021,"Perumahan Banjar Wijaya, Blok B-50, No. 8A",-,Cipete,Pinang,Kota Tangerang,Banten,"-6.1975467, 106.6580773",1,200,235,"Rp8.550.000,00","Rp2.532.500.000,00","Rp2.532.500.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,biaya pengganti,Lainnya,-,Nilai Pasar,(NULL),-6.1975467,106.6580773
Rumah Tinggal,10 Juni 2021,Jl. Setapak (Jl. Hidup Baru VII) No. 83,005/013,Kunciran Indah,Pinang,Kota Tangerang,Banten,"-6.222944, 106.6799783",1,140,155,"Rp3.000.000,00","Rp790.580.000,00","Rp790.580.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.222944,106.6799783
Rumah Tinggal,10 Juni 2021,"Perum. Modernland Cluster ""Pasadena Golf Estate"" Blok A No. 11, Jl. Pasadena Boulevard",000/000,Babakan,Tangerang,Kota Tangerang,Banten,"-6.19425, 106.6392557",1,173,"166,5","Rp10.000.000,00","Rp2.301.950.000,00","Rp2.301.950.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Jual-Beli,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),-6.19425,106.6392557
Rumah Tinggal,30 Desember 2020,"Perumahan Kota Modern, Jalan Pulau Dewa Raya Blok Q-1 No.5",000/000,Kelapa Indah,Tangerang,Kota Tangerang,Banten,"-6.2052998, 106.6387238",1,308,300,"Rp7.500.000,00","Rp3.339.900.000,00","Rp3.339.900.000,00",Properti,Rumah Tinggal,(NULL),Pelaporan Keuangan (sesuai SAK),(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Wajar,(NULL),-6.2052998,106.6387238
